Title,Poster Image,Run Time,Plot,Director,Writer,IMDB Link,Release Date,Rating,MPAA,User Comments,Tag Line,Keywords,Genres,Cast
Stranger Than Fiction,http://ia.media-imdb.com/images/M/MV5BMTI4NDAxMjY4M15BMl5BanBnXkFtZTcwNzIxMTY0MQ@@._V1._SX97_SY140_.jpg,113 min,"An IRS auditor suddenly finds himself the subject of narration only he can hear: narration that begins to affect his entire life, from his work, to his love-interest, to his death.",Marc Forster,Zach Helm,http://www.imdb.com/title/tt0420223/,11/10/2006,PG-13,"Rated PG-13 for some disturbing images, sexuality, brief language and nudity.",TIFF Screening,Harold Crick isn't ready to go. Period.,Author|Narration|IRS|Agent|Audit|Bakery,Comedy|Drama|Fantasy|Romance,Christian Stolte|Tony Hale|William Dick|Maggie Gyllenhaal|Martha Espinoza|Will Ferrell|Helen Young|Denise Hughes|Peter Grosz|T.J. Jagodowski|Danny Rhodes|Tonray Ho|Guy Massey|Ricky Adams|Peggy Roeder
The Sum of All Fears,http://ia.media-imdb.com/images/M/MV5BMTIwMTEyNDQ2MF5BMl5BanBnXkFtZTYwMzcxNjc5._V1._SX94_SY140_.jpg,124 min  | Spain:128 min,CIA analyst Jack Ryan must thwart the plans of a terrorist faction that threatens to induce a catastrophic conflict between the United States and Russia's newly elected president by detonating a nuclear weapon at a football game in Baltimore.,Phil Alden Robinson,"Tom Clancy, Paul Attanasio",http://www.imdb.com/title/tt0164184/,05/31/2002,PG-13,"Rated PG-13 for violence, disaster images and brief strong language.",Holes big enough to fly a jet through,"27,000 Nuclear Weapons. One Is Missing.",CIA|Russia|Jack|Ryan|Nuclear|Bomb|Terrorist,Action|Drama|Thriller,Alison Darcy|John Beasley|Richard Cohee|Ken Jenkins|James Cromwell|Liev Schreiber|Ben Affleck|Ostap Soroka|Philip Pretten|Richard Marner|Al Vandecruys|Philip Baker Hall|Morgan Freeman|Russell Bobbitt|Bruce McGill
Superman Returns,http://ia.media-imdb.com/images/M/MV5BNDg5MjY0OTUxNF5BMl5BanBnXkFtZTcwMDQ3ODkzMQ@@._V1._SX100_SY127_.jpg,154 min,"After a long visit to the lost remains of the planet Krypton, the Man of Steel returns to earth to become the peoples savior once again and reclaim the love of Lois Lane.",Bryan Singer,"Michael Dougherty, Dan Harris",http://www.imdb.com/title/tt0348150/,06/28/2006,PG-13,Rated PG-13 for some intense action violence.,Give it a minute to sink in,"",Superman|Return|To|Earth|Kryptonite|Christian|Parable|Fortress|Of|Solitude,Action|Adventure|Sci-Fi,Parker Posey|Brandon Routh|David Fabrizio|Tristan Lake Leabu|Jack Larson|Eva Marie Saint|Kate Bosworth|Kal Penn|Marlon Brando|Frank Langella|James Marsden|Sam Huntington|Kevin Spacey|Vincent Stone|Ian Roberts
Jesus Christ Superstar,http://ia.media-imdb.com/images/M/MV5BMTk2NTc4NDc4OF5BMl5BanBnXkFtZTcwNjU4OTUyMQ@@._V1._SX98_SY140_.jpg,108 min,"Film version of the musical stage play, presenting the last few weeks of Christ's life, told in an anachronistic manner.",Norman Jewison,"Melvyn Bragg, Norman Jewison",http://www.imdb.com/title/tt0070239/,08/15/1973,G,"",My two cents...,and now the film...,Anachronistic|Rock|Opera|Jesus|Christ|Religion|Surrealism,Drama|History|Musical,Yvonne Elliman|Carl Anderson|Richard Molinare|Bob Bingham|Larry Marshall|Thommie Walsh|Robert LuPone|Richard Orbach|Pi Douglass|Josh Mostel|Jonathan Wynne|Paul Thomas|Kurt Yaghjian|Barry Dennen|Ted Neeley
Support Your Local Sheriff!,http://ia.media-imdb.com/images/M/MV5BMTUyOTUzNTc5NV5BMl5BanBnXkFtZTcwMjM3MDYyMQ@@._V1._SX99_SY140_.jpg,92 min,"In the old west, a man becomes a sheriff just for the pay, figuring he can decamp if things get tough. In the end, he uses ingenuity instead.",Burt Kennedy,William Bowers,http://www.imdb.com/title/tt0065051/,03/26/1969,G,"",Excellent Western Parody,"",Sheriff|Australia|Fued|Town|Mayor|Country|Girl,Comedy|Western,Joan Hackett|James Garner|Gene Evans|Walter Burke|Bruce Dern|Henry Jones|Dick Peabody|Walter Brennan|Dick Haynes|Harry Morgan|Chubby Johnson|Kathleen Freeman|Willis Bouchey|Jack Elam
Surf's Up,http://ia.media-imdb.com/images/M/MV5BMTgzNjIxNjA1MV5BMl5BanBnXkFtZTcwOTQ4Nzc0MQ@@._V1._SX94_SY140_.jpg,85 min,"A behind-the-scenes look at the annual Penguin World Surfing Championship, and its newest participant, up-and-comer Cody Maverick.","Ash Brannon, Chris Buck","Don Rhymer, Ash Brannon",http://www.imdb.com/title/tt0423294/,06/08/2007,PG,"",I loved this movie!,Hang six Summer 2007.,Surfing|Penguin|Island|Competition|Chicken,Animation|Comedy|Family|Sport,James Woods|Reed Buck|Rob Machado|Zooey Deschanel|Sal Masekela|Brian Posehn|Chris Buck|Kelly Slater|Dana Belben|Jon Heder|Jeff Bridges|Diedrich Bader|Ash Brannon|Mario Cantone|Shia LaBeouf
Sweeney Todd: The Demon Barber of Fleet Street,http://ia.media-imdb.com/images/M/MV5BMzU2OTkyMzA5M15BMl5BanBnXkFtZTcwNTg0MjQ2MQ@@._V1._SX88_SY140_.jpg,116 min,"The infamous story of Benjamin Barker, a.k.a Sweeney Todd, who sets up a barber shop down in London which is the basis for a sinister partnership with his fellow tenant, Mrs. Lovett. Based on the hit Broadway musical.",Tim Burton,"John Logan, Stephen Sondheim",http://www.imdb.com/title/tt0408236/,12/21/2007,R,Rated R for graphic bloody violence.,Dark Humor Done Right,Never Forget. Never Forgive.,Judge|Widow|Sailor|Razor|Lust,Crime|Drama|Musical|Thriller,Jody Halse|Ed Sanders|Laura Michelle Kelly|Aron Paramor|Gabriella Freeman|Jamie Campbell Bower|Johnny Depp|Gracie May|Jayne Wisener|Sacha Baron Cohen|Helena Bonham Carter|Ava May|Lee Whitlock|Timothy Spall|Alan Rickman
Sweet and Lowdown,http://ia.media-imdb.com/images/M/MV5BMTY5Mjg2MDU0N15BMl5BanBnXkFtZTcwMzUzMDIyMQ@@._V1._SX100_SY140_.jpg,95 min,"In the 1930s, fictional jazz guitarist Emmet Ray idolizes Django Reinhardt, faces gangsters and falls in love with a mute.",Woody Allen,Woody Allen,http://www.imdb.com/title/tt0158371/,01/26/2000,PG-13,Rated PG-13 for sexual content and some substance abuse.,Hats Off To 'Hattie!',"",Jazz|Train|1930s|Gangster|Rat,Comedy|Music,Tony Darrow|Daniel Okrent|Woody Allen|Darryl Alan Reed|Ben Duncan|Constance Shulman|Sean Penn|Kellie Overbey|Chris Bauer|Dan Moran|Ron C. Jones|Benjamin Franklin Brown|Marc Damon Johnson|Steve Bargonetti|James Urbaniak
Syriana,http://ia.media-imdb.com/images/M/MV5BMjA3NDI2ODcwN15BMl5BanBnXkFtZTcwOTAyOTIzMQ@@._V1._SX100_SY129_.jpg,126 min,A politically-charged epic about the state of the oil industry in the hands of those personally involved and affected by it.,Stephen Gaghan,"Robert Baer, Stephen Gaghan",http://www.imdb.com/find?s=all&q=syriana,12/09/2005,R,Rated R for violence and language.,A political slap in the face reality check,Everything is connected,Oil|CIA|Oil|Company|Pakistani|Immigrant,Drama|Thriller,Kayvan Novak|Peter Gerety|George Clooney|Nicky Henson|Jeffrey Wright|Daisy Torm&#xE9;|Chris Cooper|Amr Waked|Amanda Peet|Matt Damon|Robert Foxworth|Nicholas Art|Christopher Plummer|Richard Lintern|Steven Hinkle
Take the Lead,http://ia.media-imdb.com/images/M/MV5BMTQ3MzM5MjY0MV5BMl5BanBnXkFtZTcwOTIyNjQzMQ@@._V1._SX94_SY140_.jpg,108 min,The real story of a dance teacher who believed in the talent of a group of problem kids.,Liz Friedlander,Dianne Houston,http://www.imdb.com/title/tt0446046/,04/07/2006,PG-13,"Rated PG-13 for thematic material, language and some violence.",Surpasses formulaic story,Never Follow.,Dance|Teacher|Ballroom|Dance|Teacher|Tango,Drama|Music,Elijah Kelley|Jenna Dewan|Brandon D. Andrews|Shawand McKenzie|Dante Basco|John Ortiz|Marcus T. Paulk|Jonathan Malen|Yaya DaCosta|Rob Brown|Antonio Banderas|Lauren Collins|Jasika Nicole|Alfre Woodard|Laura Benanti
Star Wars,http://ia.media-imdb.com/images/M/MV5BMTkzOTY1ODI5Nl5BMl5BanBnXkFtZTcwNDMxMTMzMQ@@._V1._SX100_SY129_.jpg,121 min  | 125 min (special edition),"Luke Skywalker leaves his home planet, teams up with other rebels, and tries to save Princess Leia from the evil clutches of Darth Vader.",George Lucas,George Lucas,http://www.imdb.com/title/tt0076759/,05/25/1977,PG,"Rated PG for sci-fi violence and brief mild language. (special edition, DVD version)",The film that changed the world,It's Back! (re-release),Death|Star|Empire|Planet|Princess|Galaxy,Action|Adventure|Fantasy|Sci-Fi,Jack Purvis|James Earl Jones|Mark Hamill|Kenny Baker|Alec Guinness|Anthony Daniels|Carrie Fisher|Harrison Ford|Alex McCrindle|Phil Brown|Shelagh Fraser|Peter Mayhew|Peter Cushing|Eddie Byrne|David Prowse
The Tale of Despereaux,http://ia.media-imdb.com/images/M/MV5BMTA1ODExMjIyMjdeQTJeQWpwZ15BbWU3MDU5NDkzNDI@._V1._SX99_SY140_.jpg,93 min  | 90 min,"The tale of three unlikely heroes - a misfit mouse who prefers reading books to eating them, an unhappy rat who schemes to leave the darkness of the dungeon, and a bumbling servant girl with cauliflower ears - whose fates are intertwined with that of the castle's princess. |","Sam Fell, Robert Stevenhagen","Kate DiCamillo, Will McRobb",http://www.imdb.com/title/tt0420238/,12/19/2008,G,"","Good message, better visuals, best vocal work!",Small Hero. Big Heart.,Darkness|Dungeon|Rat|Book|Princess,Adventure|Animation|Comedy|Family|Fantasy,Ciar&#xE1;n Hinds|Emma Watson|Kevin Kline|Tony Hale|Dustin Hoffman|Richard Jenkins|Robbie Coltrane|Frank Langella|Frances Conroy|Stanley Tucci|Matthew Broderick|Christopher Lloyd|Tracey Ullman|William H. Macy|Charles Shaughnessy
Tenacious D in The Pick of Destiny,http://ia.media-imdb.com/images/M/MV5BMTUyMDA3OTc4MV5BMl5BanBnXkFtZTcwNzE5NjkzMQ@@._V1._SX94_SY140_.jpg,93 min,"In Venice Beach, naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat, so they set out to steal what could be the answer to their prayers -- a magical guitar pick housed in a rock-and-roll museum some 300 miles away.",Liam Lynch,"Jack Black, Kyle Gass",http://www.imdb.com/title/tt0365830/,11/22/2006,R,"Rated R for pervasive language, sexual content and drug use.",Outstanding!,The greatest motion picture of all time.,Guitar|Venice|Beach|Friendship|Drug|References|Smoking|Marijuana,Comedy|Music,JR Reed|Jack Black|Ben Stiller|Tim Robbins|Paul F. Tompkins|Amy Poehler|Fred Armisen|Lara Everly|Ned Bellamy|Troy Gentile|Brittany Eldridge|Kirk Ward|Ronnie James Dio|David Grohl|Kyle Gass
The Rocker,http://ia.media-imdb.com/images/M/MV5BMTYyMTgzMTQ0MF5BMl5BanBnXkFtZTcwNTE3OTU3MQ@@._V1._SX95_SY140_.jpg,102 min,"The Rocker tells the story of a failed drummer who is given a second chance at fame. Robert ""Fish"" Fishman...",Peter Cattaneo,"Maya Forbes, Wallace Wolodarsky",http://www.imdb.com/title/tt1031969/,08/20/2008,PG-13,"Rated PG-13 for drug and sexual references, nudity and language.",The Rocker is a comedic charttopper!,Opportunity rocks,Drummer|Rock|Band|Rock|Star|Groupies|Brother|Sister|Relationship,Comedy|Music,Bradley Cooper|Will Arnett|Jane Lynch|Emma Stone|Teddy Geiger|Howard Hesseman|Christina Applegate|Jane Krakowski|Fred Armisen|Jon Glaser|Lonny Ross|Jason Sudeikis|Jeff Garlin|Josh Gad|Rainn Wilson
Tasogare Seibei,http://ia.media-imdb.com/images/M/MV5BMjE1ODI5MzY3NF5BMl5BanBnXkFtZTcwOTQ4MTYyMQ@@._V1._SX100_SY76_.jpg,Germany:129 min  | USA:129 min  | Argentina:129 min,A 19th-century samurai tries to protect a battered wife.,Y&#xF4;ji Yamada,"Sh&#xFB;hei Fujisawa, Y&#xF4;ji Yamada",http://www.imdb.com/find?s=all&q=the+twilight+samurai,11/02/2002,,"","10 out of 10, Yeah it is that awesome.","",Samurai|Widower|Duel|Sheath|Seppuku,Drama|Romance,Nenji Kobayashi|Yuuki Natsusaka|Reiko Kusamura|Kii Mizuno|Kanako Fukaura|Mitsuru Fukikoshi|Erina Hashiguchi|Astushi Maeda|Tsukasa Sugawara|Setsuko Tanaka|Miki It&#xF4;|Ren Osugi|Rie Miyazawa|Hiroshi Kanbe|Hiroyuki Sanada
Then She Found Me,http://ia.media-imdb.com/images/M/MV5BMTk4ODYxNTYzOF5BMl5BanBnXkFtZTcwNjMwODg2MQ@@._V1._SX94_SY140_.jpg,100 min,"A New York schoolteacher hits a midlife crisis when, in quick succession, her husband leaves, her adoptive mother dies and her biological mother...",Helen Hunt,"Alice Arlen, Victor Levin",http://www.imdb.com/find?s=all&q=then+she+found+me,05/01/2008,R,Rated R for language and some sexual content.,Deserves a look,Life can change in a heartbeat.,Talk|Show|Host|Mother|Daughter|Relationship|Biological|Clock|Doctor|Earache,Comedy|Drama|Romance,Tommy Nelson|Rabbi Kenneth Stern|John Benjamin Hickey|Robert LuPone|Daisy Tahan|Salman Rushdie|Ben Shenkman|Stephanie Yankwitt|Matthew Broderick|Bette Midler|Lillias White|Lynn Cohen|Helen Hunt|David Callegati|Colin Firth
There Will Be Blood,http://ia.media-imdb.com/images/M/MV5BMTgxNzEyNzE2NF5BMl5BanBnXkFtZTcwMjc2MDU2MQ@@._V1._SX91_SY140_.jpg,158 min,"A story about family, greed, religion, and oil, centered around a turn-of-the-century prospector in the early days of the business.",Paul Thomas Anderson,"Paul Thomas Anderson, Upton Sinclair",http://www.imdb.com/find?s=all&q=there+will+be+blood,01/11/2008,R,Rated R for some violence.,A film that will leave film-goers pondering for a long time,When Ambition Meets Faith,Oil|Land|Prospector|California|Money,Drama|Thriller,Coco Leigh|Dillon Freasier|Jacob Stringer|Kevin Breznahan|Joseph Mussey|Daniel Day-Lewis|Paul F. Tompkins|Harrison Taylor|Martin Stringer|Erica Sullivan|Barry Del Sherman|Randall Carver|Jim Meskimen|Stockton Taylor|Matthew Braden Stringer
The Thin Red Line,http://ia.media-imdb.com/images/M/MV5BMTUwMDMwNDE4MF5BMl5BanBnXkFtZTcwNDM1MzIyMQ@@._V1._SX97_SY140_.jpg,170 min,"Director Terrence Malick's adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",Terrence Malick,"James Jones, Terrence Malick",http://www.imdb.com/title/tt0120863/,01/15/1999,R,Rated R for realistic war violence and language.,The most influential film of the 1990s,Every man fights his own war.,Soldier|Guadalcanal|Japanese|Rifle|Accidental|Death,Action|Drama|War,Paul Gleeson|Ben Chaplin|Benjamin Green|Jarrod Dean|George Clooney|Kirk Acevedo|Norman Patrick Brown|Adrien Brody|Mark Boone Junior|Penelope Allen|Simon Billig|Travis Fine|John Cusack|James Caviezel|Matt Doran
Things We Lost in the Fire,http://ia.media-imdb.com/images/M/MV5BMTg4MzkwMTA0N15BMl5BanBnXkFtZTcwNDgzMDU1MQ@@._V1._SX94_SY140_.jpg,118 min,"A recent widow invites her husband's troubled best friend to live with her and her two children. As he gradually turns his life around, he helps the family cope and confront their loss.",Susanne Bier,Allan Loeb,http://www.imdb.com/title/tt0469623/,10/19/2007,R,Rated R for drug content and language.,Wow!,Hope comes with letting go.,Garage|Flashback|Best|Friend|Addiction|Grief,Drama,Caroline Field|Maureen Thomas|David Duchovny|Benicio Del Toro|Patricia Harras|Alison Lohman|Sarah Dubrovsky|Paula Newsome|John Carroll Lynch|Halle Berry|V.J. Foster|Robin Weigert|Alexis Llewellyn|Omar Benson Miller|Micah Berry
Thumbsucker,http://ia.media-imdb.com/images/M/MV5BMTI1MzAzMjkzM15BMl5BanBnXkFtZTcwODI1MDEzMQ@@._V1._SX95_SY140_.jpg,96 min,Justin throws himself and everyone around him into chaos when he attempts to break free from his addiction to his thumb.,Mike Mills,"Walter Kirn, Mike Mills",http://www.imdb.com/find?s=all&q=thumbsucker,10/28/2005,R,"Rated R for drug/alcohol use and sexuality involving teens, language and a disturbing image.","Great performances from lead and Reeves, funny movie with some good messages","",Debate|Drugs|Teacher|Teenager|Dentist,Comedy|Drama,Kelli Garner|Vincent D'Onofrio|Lou Taylor Pucci|Kit Koenig|Allen Go|Arvin V. Entena|Ted Beckman|Lanette Prazeau|Dakota Goldhor|Nancy O'Dell|Eric Normington|Walter Kirn|Tyler Gannon|Benjamin Bratt|Sarah Lucht
Titan A.E.,http://ia.media-imdb.com/images/M/MV5BMjE0NTU0ODg4NV5BMl5BanBnXkFtZTcwNzY3MTQyMQ@@._V1._SX100_SY130_.jpg,94 min,A young man learns that he has to find a hidden Earth ship before an enemy alien species does in order to secure the survival of humanity.,"Don Bluth, Gary Goldman","Hans Bauer, Randall McCormick",http://www.imdb.com/find?s=all&q=titan+ae,06/16/2000,PG,"Rated PG for action violence, mild sensuality and brief language.",One of the best sci-fi animation ever made. Totally underrated by all!,Saving the galaxy one planet at a time!,Alien|Humanity|Escape|Ring|Energy,Animation|Adventure|Sci-Fi,Jim Breuer|Christopher Scarabosio|Janeane Garofalo|Jim Cummings|Drew Barrymore|Nathan Lane|John Leguizamo|Tsai Chin|Charles Rocket|Matt Damon|Ron Perlman|Bill Pullman|Ken Hudson Campbell|Tone Loc|Alex D. Linz
To Catch a Thief,http://ia.media-imdb.com/images/M/MV5BMTM1ODEwMTYyNV5BMl5BanBnXkFtZTcwMzk3NDI0MQ@@._V1._SX99_SY140_.jpg,106 min,"When a reformed jewel thief is suspected of returning to his former occupation, he must ferret out the real thief in order to prove his innocence.",Alfred Hitchcock,"David Dodge, John Michael Hayes",http://www.imdb.com/title/tt0048728/,08/22/1955,Approved,"",Cat burglar,WANTED by the police in all the luxury-spots of Europe!... A catch for any woman!,Thief|Cat|Riviera|Burglar|Robbery,Crime|Mystery|Romance|Thriller,Brigitte Auber|Grace Kelly|Jessie Royce Landis|Georgette Anys|Jean Martinelli|Charles Vanel|Cary Grant|John Williams
To Have and Have Not,http://ia.media-imdb.com/images/M/MV5BMTk2ODc3NjExOV5BMl5BanBnXkFtZTcwMzkzODUxMQ@@._V1._SX98_SY140_.jpg,100 min,"Harry Morgan and his alcoholic sidekick, Eddie, are based on the island of Martinique and crew a boat available for hire...",Howard Hawks,"Jules Furthman, William Faulkner",http://www.imdb.com/title/tt0037382/,01/20/1945,Approved,"",To Have Hawks and Have Wit...,At Last! Bogart makes love his kind of woman !,Martinique|Nazi|Fugitive|Singer|Alcoholic,Adventure|Romance|Thriller|War,Walter Sande|Aldo Nadi|Lauren Bacall|Dan Seymour|Marcel Dalio|Walter Brennan|Walter Szurovy|Sheldon Leonard|Dolores Moran|Hoagy Carmichael|Humphrey Bogart
Tommy Boy,http://ia.media-imdb.com/images/M/MV5BMTIwMzczMDM1N15BMl5BanBnXkFtZTcwNjk0NDAzMQ@@._V1._SX94_SY140_.jpg,97 min,"An incompetent, immature, and dimwitted heir to an auto parts factory must save the business to keep it out of the hands of his new, con-artist relatives and big business.",Peter Segal,"Bonnie Turner, Terry Turner",http://www.imdb.com/title/tt0114694/,03/31/1995,PG-13,"Rated PG-13 for sex-related humor, some drug content and nudity.",One of the best comedies of the '90's,"If at first you don't succeed, lower your standards.",Buddy|Con|Artist|Critically|Bashed|Obscene|Finger|Gesture|Lifting|Person|In|Air,Adventure|Comedy|Drama,Sean McCann|Dean Marshall|Michael Cram|Julie Warner|Dan Aykroyd|Ryder Britton|Paul Greenberg|Zach Grenier|David Spade|Graeme Millington|Bo Derek|James Blendick|Clinton Turnbull|Brian Dennehy|Chris Farley
Toy Story 2,http://ia.media-imdb.com/images/M/MV5BMTM1MDk3OTE0N15BMl5BanBnXkFtZTcwNjUwNDQzMQ@@._V1._SX100_SY139_.jpg,92 min  | Turkey:82 min (TV version),"When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting.","John Lasseter, Ash Brannon","John Lasseter, Pete Docter",http://www.imdb.com/title/tt0120363/,11/24/1999,G,"",A great sequel,The Toys Are Back!,Toy|Collector|Rescue|Dog|Slinky|Dog,Animation|Adventure|Comedy|Family|Fantasy,Wayne Knight|John Ratzenberger|John Morris|Don Rickles|Jim Varney|Kelsey Grammer|Joan Cusack|Tim Allen|Joe Ranft|Laurie Metcalf|Wallace Shawn|Estelle Harris|Annie Potts|Tom Hanks|Jodi Benson
